minutes,object_id,timestamp,date,last,last_ts,max,sum,mean,count
15,6602,2019-05-01 18:15:00,2019-05,2.93,1556735357000,4.88,44.940002,3.4569199999999998,13
15,6602,2019-05-01 18:00:00,2019-05,3.91,1556734446000,3.91,46.920002000000004,3.91,12
15,6602,2019-05-01 17:45:00,2019-05,3.91,1556733593000,3.91,50.83,3.91,13
15,6602,2019-05-01 17:30:00,2019-05,3.91,1556732682000,4.88,52.77,4.05923,13
15,6602,2019-05-01 17:15:00,2019-05,4.88,1556731761000,6.84,62.500007999999994,4.80769,13
15,6602,2019-05-01 17:00:00,2019-05,4.88,1556730840000,6.84,71.3,5.941669999999999,12
15,6602,2019-05-01 16:45:00,2019-05,6.84,1556729995000,7.81,92.79999000000001,7.13846,13
15,6602,2019-05-01 16:30:00,2019-05,6.84,1556729075000,8.79,103.5,7.961539999999999,13
15,6602,2019-05-01 16:15:00,2019-05,8.79,1556728164000,10.74,121.12001000000001,9.31692,13
15,6602,2019-05-01 16:00:00,2019-05,9.77,1556727244000,10.74,116.22001999999999,8.94,13
15,6602,2019-05-01 15:45:00,2019-05,8.79,1556726333000,9.77,103.520004,8.626669999999999,12
15,6602,2019-05-01 15:30:00,2019-05,8.79,1556725480000,10.74,118.18001000000001,9.09077,13
15,6602,2019-05-01 15:15:00,2019-05,9.77,1556724569000,11.72,130.90001,10.069230000000001,13
15,6602,2019-05-01 15:00:00,2019-05,9.77,1556723648000,10.74,138.65,10.66538,13
15,6602,2019-05-01 14:45:00,2019-05,10.74,1556722726000,12.7,135.73998999999998,11.31167,12
15,6602,2019-05-01 14:30:00,2019-05,11.72,1556721884000,12.7,151.38,11.64462,13
15,6602,2019-05-01 14:15:00,2019-05,11.72,1556720963000,12.7,146.48,11.26769,13
15,6602,2019-05-01 14:00:00,2019-05,11.72,1556720052000,13.67,156.26001000000002,12.02,13
15,6602,2019-05-01 13:45:00,2019-05,11.72,1556719132000,11.72,140.64,11.72,12
15,6602,2019-05-01 13:30:00,2019-05,11.72,1556718287000,12.7,153.34,11.79538,13
15,6602,2019-05-01 13:15:00,2019-05,11.72,1556717347000,13.67,149.45,12.45417,12
15,6602,2019-05-01 13:00:00,2019-05,12.7,1556716492000,13.67,165.08998,12.69923,13
15,6602,2019-05-01 12:45:00,2019-05,12.7,1556715559000,14.65,166.06998000000002,12.774610000000001,13
15,6602,2019-05-01 12:30:00,2019-05,12.7,1556714637000,13.67,153.36998,12.78083,12
15,6602,2019-05-01 12:15:00,2019-05,12.7,1556713795000,13.67,167.03998,12.84923,13
15,6602,2019-05-01 12:00:00,2019-05,12.7,1556712874000,13.67,167.03998,12.84923,13
15,6602,2019-05-01 11:45:00,2019-05,12.7,1556711964000,13.67,166.06998000000002,12.774610000000001,13
15,6602,2019-05-01 11:30:00,2019-05,12.7,1556711040000,12.7,149.45999,12.455,12
15,6602,2019-05-01 11:15:00,2019-05,11.72,1556710197000,12.7,160.19998,12.323080000000001,13
15,6602,2019-05-01 11:00:00,2019-05,12.7,1556709276000,15.63,171.88998,13.22231,13
15,6602,2019-05-01 10:45:00,2019-05,11.72,1556708355000,13.67,158.23,12.17154,13
15,6602,2019-05-01 10:30:00,2019-05,11.72,1556707443000,12.7,142.6,11.88333,12
15,6602,2019-05-01 10:15:00,2019-05,11.72,1556706590000,12.7,153.34,11.79538,13
15,6602,2019-05-01 10:00:00,2019-05,12.7,1556705679000,12.7,153.34,11.79538,13
15,6602,2019-05-01 09:45:00,2019-05,11.72,1556704760000,13.67,164.09999,12.62308,13
15,6602,2019-05-01 09:30:00,2019-05,12.7,1556703847000,13.67,135.72998,11.310830000000001,12
15,6602,2019-05-01 09:15:00,2019-05,10.74,1556702994000,12.7,141.59,10.891539999999999,13
15,6602,2019-05-01 09:00:00,2019-05,11.72,1556702087000,11.72,137.73,10.594610000000001,13
60,6602,2019-05-01 20:00:00,2019-05,0.0,1556744391000,2.93,32.23,0.6319600000000001,51
60,6602,2019-05-01 19:00:00,2019-05,2.93,1556740794000,4.88,153.33995,3.00667,51
60,6602,2019-05-01 18:00:00,2019-05,2.93,1556737188000,4.88,170.97992,3.35255,51
60,6602,2019-05-01 17:00:00,2019-05,3.91,1556733593000,6.84,237.4001,4.6549,51
